Абсолютный путь,Относительный путь,Класс
C:\Users\TUFman\Desktop\python\data_new1\dataset\07012.jpg,data_new1\dataset\07012.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08764.jpg,data_new1\dataset\08764.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\06659.jpg,data_new1\dataset\06659.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\04148.jpg,data_new1\dataset\04148.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07957.jpg,data_new1\dataset\07957.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05091.jpg,data_new1\dataset\05091.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03537.jpg,data_new1\dataset\03537.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03579.jpg,data_new1\dataset\03579.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08828.jpg,data_new1\dataset\08828.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\02565.jpg,data_new1\dataset\02565.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03386.jpg,data_new1\dataset\03386.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09458.jpg,data_new1\dataset\09458.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03137.jpg,data_new1\dataset\03137.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00216.jpg,data_new1\dataset\00216.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09512.jpg,data_new1\dataset\09512.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05627.jpg,data_new1\dataset\05627.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\06102.jpg,data_new1\dataset\06102.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\06175.jpg,data_new1\dataset\06175.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05513.jpg,data_new1\dataset\05513.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05100.jpg,data_new1\dataset\05100.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\04317.jpg,data_new1\dataset\04317.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08644.jpg,data_new1\dataset\08644.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\02839.jpg,data_new1\dataset\02839.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03254.jpg,data_new1\dataset\03254.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09247.jpg,data_new1\dataset\09247.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03927.jpg,data_new1\dataset\03927.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05564.jpg,data_new1\dataset\05564.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08807.jpg,data_new1\dataset\08807.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05631.jpg,data_new1\dataset\05631.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05917.jpg,data_new1\dataset\05917.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07810.jpg,data_new1\dataset\07810.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05679.jpg,data_new1\dataset\05679.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07540.jpg,data_new1\dataset\07540.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\04696.jpg,data_new1\dataset\04696.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\04746.jpg,data_new1\dataset\04746.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00721.jpg,data_new1\dataset\00721.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07587.jpg,data_new1\dataset\07587.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03244.jpg,data_new1\dataset\03244.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07511.jpg,data_new1\dataset\07511.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03040.jpg,data_new1\dataset\03040.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\06127.jpg,data_new1\dataset\06127.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08004.jpg,data_new1\dataset\08004.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\01769.jpg,data_new1\dataset\01769.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\06176.jpg,data_new1\dataset\06176.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\01810.jpg,data_new1\dataset\01810.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07531.jpg,data_new1\dataset\07531.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07058.jpg,data_new1\dataset\07058.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00253.jpg,data_new1\dataset\00253.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05577.jpg,data_new1\dataset\05577.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07998.jpg,data_new1\dataset\07998.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09885.jpg,data_new1\dataset\09885.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09220.jpg,data_new1\dataset\09220.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07027.jpg,data_new1\dataset\07027.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05879.jpg,data_new1\dataset\05879.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09483.jpg,data_new1\dataset\09483.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\04883.jpg,data_new1\dataset\04883.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03586.jpg,data_new1\dataset\03586.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\04842.jpg,data_new1\dataset\04842.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\01013.jpg,data_new1\dataset\01013.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05981.jpg,data_new1\dataset\05981.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00785.jpg,data_new1\dataset\00785.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03860.jpg,data_new1\dataset\03860.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09295.jpg,data_new1\dataset\09295.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07416.jpg,data_new1\dataset\07416.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\01063.jpg,data_new1\dataset\01063.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08923.jpg,data_new1\dataset\08923.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05123.jpg,data_new1\dataset\05123.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05448.jpg,data_new1\dataset\05448.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03639.jpg,data_new1\dataset\03639.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00434.jpg,data_new1\dataset\00434.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09487.jpg,data_new1\dataset\09487.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05005.jpg,data_new1\dataset\05005.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08901.jpg,data_new1\dataset\08901.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00907.jpg,data_new1\dataset\00907.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\06871.jpg,data_new1\dataset\06871.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07441.jpg,data_new1\dataset\07441.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\02520.jpg,data_new1\dataset\02520.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\09741.jpg,data_new1\dataset\09741.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08544.jpg,data_new1\dataset\08544.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03276.jpg,data_new1\dataset\03276.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\05720.jpg,data_new1\dataset\05720.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03203.jpg,data_new1\dataset\03203.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\02807.jpg,data_new1\dataset\02807.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00629.jpg,data_new1\dataset\00629.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\06728.jpg,data_new1\dataset\06728.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\07206.jpg,data_new1\dataset\07206.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\08159.jpg,data_new1\dataset\08159.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\00726.jpg,data_new1\dataset\00726.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new1\dataset\03353.jpg,data_new1\dataset\03353.jpg,tiger
